공고ID,공고제목,회사명,직무카테고리,회사규모,tech_all,게시년월,cluster
327920,LLM & Clinical AI Engineer,아이젠사이언스,데이터,스타트업/중소,"Kubernetes, LLM, RAG, Transformer",2025-12,4
327919,Drug Development AI Engineer,아이젠사이언스,데이터,스타트업/중소,"LLM, PyTorch",2025-12,4
327916,백엔드 개발자 (1~5년),데일리샷,백엔드,스타트업/중소,"AWS, Django, Docker, Git, GitHub, GitHub Actions, Go, MongoDB, MySQL, Nginx, Python, Redis",2025-12,0
327915,시스템개발자,연합시스템,DevOps,스타트업/중소,"AWS, GCP, Go",2025-12,6
327913,AI추천 Software 개발자(프론트엔드),씨제이올리브영(CJ올리브영),백엔드,대기업,"AWS, Agile, GCP, React, Scrum, Vue",2025-12,4
327912,재무회계 웹개발,더존비즈온,백엔드,스타트업/중소,"Java, JavaScript, React, Spring",2025-11,1
327911,시니어 백엔드 (Backend) 개발자– 데이터스페이스(Dataspace),인터엑스,백엔드,스타트업/중소,"AWS, Azure, Docker, GCP, Git, Go, Golang, Java, Kotlin, MongoDB, PostgreSQL, Python, REST API",2025-12,0
327909,Front-End Engineer,누비랩,프론트엔드,스타트업/중소,"Angular, CI/CD, Git, GitHub, Go, Java, JavaScript, React, TypeScript, Vue",2025-12,1
327906,[인턴] Front-End Engineer (전환형),누비랩,프론트엔드,스타트업/중소,"Angular, CI/CD, Git, GitHub, Go, Java, JavaScript, React, TypeScript, Vue",2025-12,1
327897,Data Analyst,피알앤디컴퍼니(헤이딜러),데이터,스타트업/중소,,2025-12,7
327889,"백엔드 엔지니어 (2년이상, 재택근무)",여니으니,백엔드,스타트업/중소,"AWS, Azure, GCP, Go, Golang, PostgreSQL, Python, REST API, TypeScript, 마이크로서비스",2025-12,0
327869,Backend Tech Lead,에이아이트릭스(AITRICS),백엔드,스타트업/중소,"AWS, Go, Golang, K8s, Kotlin, Python, REST API",2025-12,0
327860,프론트엔드 엔지니어,한국딥러닝,프론트엔드,스타트업/중소,"CI/CD, Git, GitHub, GitHub Actions, Java, JavaScript, React, Scrum, TypeScript",2025-12,1
327859,[미리캔버스] ML Engineer (GenAI/Agent/LMM) [전문연구요원],미리디,AI_ML,스타트업/중소,"Fine-tuning, PyTorch, TensorFlow, 딥러닝, 머신러닝",2025-12,4
327858,[미리캔버스] ML Engineer (Search/ML/LLM) [전문연구요원],미리디,AI_ML,스타트업/중소,"LLM, PyTorch, TensorFlow, 딥러닝, 머신러닝",2025-12,4
327857,[FE] Frontend Engineer (3년 이상),얼리페이,프론트엔드,스타트업/중소,"AWS, CI/CD, Confluence, Git, GitHub, GitHub Actions, Java, JavaScript, Jira, React, TypeScript",2025-12,1
327854,검색엔진 엔지니어 (3년 이상),워트인텔리전스,AI_ML,스타트업/중소,"Elasticsearch, Java, Python, RAG",2025-12,7
327838,AI Engineer (ENG),넥써쓰,백엔드,스타트업/중소,"ChromaDB, Fine-tuning, LLM, LangChain, RAG, React, TypeScript, Vue",2025-12,4
327837,AI Engineer,넥써쓰,백엔드,스타트업/중소,"ChromaDB, Fine-tuning, LLM, LangChain, RAG, React, TypeScript, Vue",2025-12,4
327817,DevOps Engineer,미트박스글로벌,DevOps,스타트업/중소,"AWS, CI/CD, Confluence, Docker, Jira, Kubernetes, Linux",2025-12,2
327795,Back-end Developer (Senior),웨이브릿지,백엔드,스타트업/중소,"AWS, CI/CD, Confluence, Docker, Git, Go, Java, Jenkins, Jira, Kafka, Kotlin, Linux, MongoDB, MySQL, PostgreSQL, RabbitMQ, Redis, Spring, Spring Boot",2025-11,3
327790,[인턴] 자동화 엔지니어,더그로스,백엔드,스타트업/중소,"GPT, Git, Go, LLM, Python",2025-12,3
327773,[CARE ID] 프론트엔드 리드(Front-end Lead),윤회,백엔드,스타트업/중소,"AWS, CI/CD, Git, GitHub, GitHub Actions, Python, React, TypeScript",2026-03,6
327764,AI 국제 물류 스타트업 백엔드 개발자,아로아랩스,백엔드,스타트업/중소,"AWS, Azure, GCP, Go, Golang, MySQL, PostgreSQL",2025-12,3
327745,[인턴] IOS 앱 개발자,투어라이브,모바일,스타트업/중소,,2025-12,5
327742,"백엔드 웹프로그래머 (Spring, MSA) (5~7년)",키트웍스,백엔드,스타트업/중소,"Java, MSA, Oracle, Spring",2025-12,1
327741,Backend Engineer(1년 이상),더스퀘어이엔엠,백엔드,스타트업/중소,"AWS, CI/CD, Docker, Git, Java, Kotlin, MySQL, PostgreSQL, Spring, Spring Boot",2025-12,0
327736,[자율주행솔루션사업부] FW 엔지니어,유진로봇,PM_기획,스타트업/중소,"Git, Linux",2025-12,6
327728,Zero Trust 보안 아키텍처 분야 전문가,에스케이브로드밴드(SK브로드밴드),DevOps,대기업,Rust,2025-11,8
327727,보안 취약점 진단 및 모의해킹 분야 전문가,에스케이브로드밴드(SK브로드밴드),백엔드,대기업,"AWS, Azure, CI/CD, Linux, Python",2025-11,8
327721,[개발] AI Ops Engineer,알프레드,AI_ML,스타트업/중소,"CI/CD, Go, LLM",2026-01,4
327717,백엔드 개발자,고퀄(GOQUAL),백엔드,스타트업/중소,"AWS, Docker, DynamoDB, Java, Kafka, Kubernetes, MSA, PostgreSQL, REST API, RabbitMQ, Redis, Spring, Spring Boot, Terraform",2025-12,0
327706,임베디드 하드웨어 및 펌웨어 개발 엔지니어 (ESP32 + 센서 드라이버 + 제어),포모나에이아이,AI_ML,스타트업/중소,AWS,2025-12,6
327700,플랫폼팀 백엔드 개발자 (주문/결제/배송),와이즐리컴퍼니,백엔드,스타트업/중소,"AWS, Git, Java, JavaScript, NestJS, PostgreSQL, React, React Native, Redis, Terraform, TypeScript",2025-12,0
327699,[IT Infra] IT Administrative,오픈엣지테크놀로지,백엔드,스타트업/중소,"Ansible, CI/CD, Docker, Git, Go, Jenkins, Kubernetes",2025-12,2
327698,플랫폼팀 백엔드 개발자 (상품),와이즐리컴퍼니,백엔드,스타트업/중소,"AWS, Git, Java, JavaScript, NestJS, PostgreSQL, React, React Native, Redis, Terraform, TypeScript",2025-12,1
327685,플랫폼팀 백엔드 개발자 (회원/인증),와이즐리컴퍼니,백엔드,스타트업/중소,"AWS, Git, Java, JavaScript, NestJS, PostgreSQL, React, React Native, Redis, Terraform, TypeScript",2025-12,1
327683,플랫폼팀 백엔드 개발자 (SCM),와이즐리컴퍼니,백엔드,스타트업/중소,"AWS, Git, Java, JavaScript, NestJS, PostgreSQL, React, React Native, Redis, Terraform, TypeScript",2025-12,0
327680,테스트 자동화 개발 엔지니어,쿤텍,백엔드,스타트업/중소,"CI/CD, Docker, Git, GitLab, Java, JavaScript, Jenkins, Linux, Python",2026-01,0
327673,Network Engineer(원장),넥스트증권,AI_ML,스타트업/중소,"AWS, Ansible, Python",2025-12,2
327672,애드테크 플랫폼 백엔드 개발자,지브라브라더스,백엔드,스타트업/중소,"AWS, Docker, FastAPI, Flask, GCP, Java, Kubernetes, Linux, MySQL, Python, Redis, Spring, gRPC",2025-12,0
327671,안드로이드 모바일 앱 엔지니어,레트리카(Retrica),프론트엔드,스타트업/중소,Java,2025-12,5
327668,"Software Engineer, Backend - Search",놀유니버스,백엔드,스타트업/중소,"Elasticsearch, Git, Spring",2025-12,3
327665,이커머스 플랫폼 개발 및 기획(리더급 7년이상),데일리비어,백엔드,스타트업/중소,"Java, JavaScript, Linux, React, Spring",2025-12,3
327655,[AI헬스케어 솔루션] 백엔드 개발자,스트레스솔루션,백엔드,스타트업/중소,"AWS, CI/CD, Express, Git, MySQL, PostgreSQL",2026-01,0
327653,[AI헬스케어 솔루션] 프론트엔드 개발자,스트레스솔루션,백엔드,스타트업/중소,"React, React Native, TypeScript",2025-12,1
327650,임베디드 소프트웨어 엔지니어 (3년 이상),에스디티,백엔드,스타트업/중소,Python,2026-01,6
327646,SaaS 개발 (3년 이상),에스디티,백엔드,스타트업/중소,"Docker, Java, Kubernetes, MSA",2026-01,0
327641,프론트엔드 개발 (3년 이상),에스디티,프론트엔드,스타트업/중소,"Docker, Kubernetes, React, TypeScript",2026-01,0
327638,DevOps Engineer(무신사 페이먼츠),무신사페이먼츠,백엔드,스타트업/중소,"AWS, CI/CD, Git, Go, Java, Kubernetes, Linux, Python, 마이크로서비스",2025-12,2
327636,웹개발,베이콘,백엔드,스타트업/중소,"Java, JavaScript, Linux, Spring",2025-12,1
327616,PostgreSQL 수석 엔지니어 (Senior PostgreSQL Support Engineer),스카이월드와이드,DevOps,스타트업/중소,"Kubernetes, Linux, PostgreSQL",2025-12,2
327614,블록체인 코어 개발자 (Rust),비하베스트,백엔드,스타트업/중소,"Git, GitHub, Go, Golang, Linux, Oracle, Python, Rust",2025-12,0
327611,인프라 개발자 (DevOps Engineer),아르템코퍼레이션,DevOps,스타트업/중소,"AWS, Azure, CI/CD, Docker, GCP, Kubernetes",2025-12,2
327607,프론트엔드 개발자 (Frontend Developer),아르템코퍼레이션,프론트엔드,스타트업/중소,"Java, JavaScript, React, TypeScript, Vue",2025-12,1
327606,[Deepflow] 데브옵스(DevOps) 엔지니어 (ML인프라 및 서비스),임팩티브에이아이,백엔드,스타트업/중소,"AWS, Airflow, CI/CD, Docker, GCP, Git, GitHub, GitHub Actions, Go, Kubernetes, MongoDB, Python, Terraform",2025-12,2
327603,지방 자치 단체 AI 기반 민원 처리 시스템 개발 (Front-end),스마트마인드에이아이,백엔드,스타트업/중소,"CI/CD, GPT, Git, GitHub, GitHub Actions, GitLab, GraphQL, Java, JavaScript, Jira, React, TypeScript, Vue",2025-11,1
327600,빅데이터 기반 Node/NestJS 백엔드 개발자 (3년 이상),퍼플아카데미,백엔드,스타트업/중소,"AWS, CI/CD, Express, GCP, Go, Kafka, MSA, MongoDB, MySQL, NestJS, RabbitMQ, Redis",2025-12,0
327596,웹 개발자(React.js),엡코어,프론트엔드,스타트업/중소,"CI/CD, Git, GitHub, GitHub Actions, React, TypeScript",2025-12,1
327595,iOS 개발자,로플랫,모바일,스타트업/중소,Swift,2026-01,5
327594,Platform Back-End 개발자,네이버제트(NAVER Z),백엔드,대기업,"AWS, GCP, Java, Kafka, Kotlin, Kubernetes, LLM, RAG, Redis, Spring",2025-11,0
327593,프론트엔드 개발자,맘편한세상(맘시터),프론트엔드,스타트업/중소,"AWS, Git, GitHub, Java, JavaScript, React, TypeScript",2025-12,1
327586,Data Engineer,비상교육,데이터,스타트업/중소,"AWS, Airflow, Docker, Java, Kafka, Python",2025-12,7
327559,프론트엔드 개발자,클래스유,백엔드,스타트업/중소,"LLM, Python, React",2025-12,3
327557,프론트엔드 엔지니어(F.E),클래스유,백엔드,스타트업/중소,"LLM, Python, React",2025-12,3
327554,Senior Data Engineer,루닛(Lunit),백엔드,스타트업/중소,"Airflow, Docker, GPT, Go, Kafka, Kubernetes, MLOps, PostgreSQL, Python, Redis",2025-12,7
327551,[정보보안팀] 정보보안 담당자 (3년 이상),퓨쳐위즈(Futurewiz),DevOps,스타트업/중소,AWS,2025-12,8
327549,프론트엔드 개발,엠투클라우드,백엔드,스타트업/중소,"AWS, Angular, Git, GitHub, Java, JavaScript, MySQL, TypeScript",2025-12,0
327545,백엔드 개발자,엠투클라우드,백엔드,스타트업/중소,"Java, JavaScript, MySQL",2025-12,0
327529,[현대무벡스] PI PL/PM 경력사원 모집,현대무벡스,QA,대기업,,2025-11,6
327524,플랫폼개발팀 백엔드개발자,넵튠(Neptune),백엔드,스타트업/중소,"AWS, CI/CD, Docker, DynamoDB, Go, Golang, Java, Linux, MongoDB, MySQL, Redis, Spring",2025-12,0
327523,자사 웹서비스 프론트엔드 개발자 (5년 이상),쎄듀,프론트엔드,스타트업/중소,"React, TypeScript",2025-12,1
327511,Data Analyst(3년 이상),큐엠아이티,데이터,스타트업/중소,"Go, MATLAB, Python",2025-12,7
327495,Data Engineer,티맵모빌리티,데이터,스타트업/중소,"AWS, Airflow, Java, K8s, Kafka, Python, Scala, Terraform",2025-12,7
327459,프론트앤드 개발자 (4년 이상),코너,백엔드,스타트업/중소,"AWS, Linux, MySQL, PHP, React, React Native",2025-12,0
327455,DevOps Engineer,에어프레미아랩스,AI_ML,스타트업/중소,"AWS, Azure, CI/CD, GCP, Go, Kubernetes, Linux, Python, 마이크로서비스",2025-12,2
327446,"백엔드, 프론트 개발자 (Python, Django, Vue)(1년 이상)",지구하다,백엔드,스타트업/중소,"Django, Go, Python, Vue",2025-12,3
327445,Frontend Engineer for Robotics,아이벡스,백엔드,스타트업/중소,"Docker, Git, Python, React, TypeScript, gRPC",2025-12,4
327444,Backend Engineer,굿럭컴퍼니,백엔드,스타트업/중소,"AWS, Azure, GCP, Java, JavaScript, Jenkins, Jira, Python, Redis, Spring, Spring Boot",2025-12,0
327423,연구개발(R&D) 엔지니어,메디띵스,백엔드,스타트업/중소,"AWS, Django, FastAPI, Flutter, GCP, Go, Java, JavaScript, Kotlin, Pandas, Python, REST API, React, Scikit-learn, Swift, Vue",2026-01,6
327421,"AI 에이전트 협업 플랫폼 스타트업, 주식회사 ZiggsAI 개발자 채용공고",직스에이아이,백엔드,스타트업/중소,"LLM, LangChain, Python, React",2025-12,4
327412,AI 연구/개발(전문연구요원),몬드리안에이아이,AI_ML,스타트업/중소,"LLM, MLOps, NLP, PyTorch, Python, TensorFlow, 딥러닝, 머신러닝",2025-12,4
327411,DevOps Engineer (Infra/Platform),몬드리안에이아이,AI_ML,스타트업/중소,"Ansible, Docker, K8s, Kubernetes, Linux, Terraform",2025-12,2
327409,AI 연구/개발,몬드리안에이아이,AI_ML,스타트업/중소,"LLM, MLOps, NLP, PyTorch, Python, TensorFlow, 딥러닝, 머신러닝",2025-12,4
327407,Metep AI Software Framework Engineer,디자인드에이아이,AI_ML,스타트업/중소,"LLM, PyTorch, TensorFlow, Transformer",2025-12,4
327406,지식 구조화 전문가(Education),퍼스트해빗,AI_ML,스타트업/중소,,2025-12,4
327401,백엔드 개발자 (Backend Developer),아르템코퍼레이션,백엔드,스타트업/중소,"Django, Flask, Go, Java, Python, Spring, Spring Boot",2025-12,0
327385,[아정당] CRM 백엔드 개발자 (4년이상~10년이하),아정네트웍스,백엔드,스타트업/중소,"Java, Spring",2025-12,0
327356,이노베이션랩스 개발자,오픈베이스,백엔드,스타트업/중소,"Git, Java, Kubernetes, Linux, MSA, React, Spring",2025-11,0
327355,정보보안 담당자,에버온,DevOps,스타트업/중소,"AWS, CI/CD, Docker, Git, Kubernetes, Oracle, PostgreSQL, Terraform",2025-12,8
327340,Staff Full Stack Engineer,루닛(Lunit),백엔드,스타트업/중소,"AWS, Airflow, Azure, Docker, GCP, GPT, Git, GitHub, GitHub Actions, Go, Golang, Kafka, Kubernetes, MLOps, PostgreSQL, Python, React, TypeScript, gRPC, 마이크로서비스",2025-12,4
327333,[쿠팡] Network Security Engineer (Blue Ops),쿠팡,데이터,대기업,"AWS, Azure, GCP, Go, Java, JavaScript, Python",2025-12,8
327332,[쿠팡] Web Security Engineer (Blue Operations),쿠팡,백엔드,대기업,"AWS, Azure, GCP, Go, Java, JavaScript, Python",2025-12,8
327328,백엔드 개발자(서버운영개발부),크레소티,백엔드,스타트업/중소,"AWS, Git, Java, Kubernetes, Linux, Oracle, PostgreSQL",2025-12,0
327304,React 기반 Front-End 리더(팀장급),모비두(소스라이브),백엔드,스타트업/중소,"CI/CD, Git, GitLab, Java, JavaScript, React, TypeScript",2025-12,1
327302,Frontend Developer (1년 이상),플랜핏,백엔드,스타트업/중소,"AWS, Git, GitHub, GitHub Actions, Kotlin, React, React Native, Swift, TypeScript",2025-12,3
327301,Lead/Senior Frontend Engineer,헤리트,프론트엔드,스타트업/중소,"Agile, React, React Native, TypeScript, Vue",2025-12,1
327288,데이터 파이프라인 엔지니어,캐롯아이,데이터,스타트업/중소,"Airflow, CI/CD, Docker, Git, PyTorch, Python, TensorFlow, 머신러닝",2025-12,7
327283,정보보안실 보안인증&감사 매니저,마이리얼트립,AI_ML,스타트업/중소,,2025-12,8
327279,고객관리 프로그램 프론트엔드 개발자,케어랩스,백엔드,스타트업/중소,"CI/CD, Git, Jira, React, TypeScript",2025-12,1
327278,AI 서비스 개발자,첫장컴퍼니,백엔드,스타트업/중소,"Java, LLM, LangChain, Pandas, Python, RAG",2025-12,4
327277,정보보안실 보안 분석&대응 매니저,마이리얼트립,AI_ML,스타트업/중소,,2025-12,8
327267,"Software Engineer, Frontend",포도노스,프론트엔드,스타트업/중소,"AWS, Docker, GCP, React, TypeScript, Vue",2025-12,1
327265,하이브리드 캐주얼(HC) 게임 개발자,유모델러,모바일,스타트업/중소,"C#, GPT, Git",2025-12,5
327262,정보보안실 보안취약점 진단 매니저,마이리얼트립,AI_ML,스타트업/중소,,2025-12,8
327261,프론트엔드 개발자 -React 5년 이상,핀포인트,백엔드,스타트업/중소,"CI/CD, Confluence, GCP, Git, Jira, REST API, React, TypeScript",2025-12,1
327255,[CTO] Server Developer,서브원,백엔드,스타트업/중소,"AWS, Java, Spring",2026-01,3
327252,Server Engineer: Seller Squad,라포랩스,백엔드,스타트업/중소,"Elasticsearch, Java, Kafka, Kotlin, MySQL, Redis, Spring",2025-12,3
327247,개발리더 (팀장급),플랫포스,백엔드,스타트업/중소,"AWS, CI/CD, Git, GitHub, NestJS, React, TypeScript",2025-12,3
327234,백엔드 엔지니어 (Python개발),웨이커,백엔드,스타트업/중소,"Airflow, Docker, Jenkins, Kafka, Kubernetes, PostgreSQL, Python, REST API, Redis",2025-12,0
327226,백엔드 개발 (3년 이상),에스디티,백엔드,스타트업/중소,"MSA, Python, Spring, 마이크로서비스",2026-01,0
327222,[인턴] Software Engineer - Full Stack (전환형),링글잉글리시에듀케이션서비스,백엔드,스타트업/중소,"AWS, Django, Flask, Go, Java, Kubernetes, Python, React, Ruby, Spring",2025-12,1
327221,Software Engineer - 풀스텍 (3년 이상),링글잉글리시에듀케이션서비스,백엔드,스타트업/중소,"AWS, Django, Flask, Go, Java, Kubernetes, Python, React, Ruby, Spring",2025-12,1
327220,네이티브 앱 개발자 (Android/iOS),제로백데브,백엔드,스타트업/중소,"Go, Kotlin, Swift",2025-12,5
327215,Backend 개발자,쉐어잇,백엔드,스타트업/중소,"AWS, Git, Java, JavaScript, Linux, Spring",2025-12,0
327205,Java 백엔드 개발자 - 결제,와디즈,백엔드,스타트업/중소,"AWS, Confluence, Git, GitHub, Java, Jira, MSA, Spring, Spring Boot",2026-01,1
